30.70443279,104.0991863
30.65300191,104.11634
30.67035758,104.0756173
30.67176362,104.1249394
30.63936227,104.0662648
30.71084768,104.0667021
30.67263116,104.1378335
30.72079687,104.0782883
30.70445549,104.0826895
30.68579613,104.0620807
30.69932669,104.1142851
30.63872544,104.0869634
30.64448922,104.0493803
30.72249994,104.0601645
30.71412642,104.1078599
30.718442160000002,104.03435955
30.70257998,104.0726608
30.6454507,104.061068
30.71910467,104.0685034
30.73260118,104.1461917
30.703812,104.0656697
30.64439737,104.1187667
30.56868774,103.9560947
30.72072514,104.1059913
30.64019662,104.1036366
30.628722709999998,104.1408031
30.673583,104.096345
30.660278,104.1313623
30.70468806,104.0132212
30.714130265,104.0441739
30.651705,104.04081
30.762854,104.067104
30.66353859,104.1198213
30.682978,104.0298377
30.68436,104.115683
30.70769,104.05014
30.657418,104.065829
30.653575,104.079433
30.695394,104.073981
30.6609025,104.05682
30.666449,104.065608
