104.089211,30.645433
104.036443,30.711594
104.06582,30.65438
104.05733,30.67386
103.962892,30.671239
104.089211,30.645433
104.10733,30.698364
104.02686,30.64459
104.109757,30.67125
104.1522,30.78903
104.16016,30.74085
104.033226,30.58683
104.090038,30.693021
104.16016,30.74085
104.0305,30.75621
104.149956,30.751076
104.11047,30.6687
104.033226,30.58683
104.108633,30.725063
104.0305,30.75621
104.0662,30.64918
104.06881,30.66566
104.06881,30.66566
104.08297,30.63689
104.07799,30.67461
104.0662,30.639391
104.097569,30.692953
104.086716,30.668098
104.12401,30.67207
104.07314,30.63777
104.02854,30.68335
104.02854,30.68335
104.04569,30.70702
104.08581,30.63666
104.0484,30.66536
104.082909,30.711571
104.07739,30.72013
104.04873,30.72757
104.060501,30.72813
104.022003,30.70006
104.022003,30.70006
104.06227,30.73165
104.082909,30.711571
104.05085,30.66302
104.08133,30.66207
104.09872,30.65436
104.07345,30.68945
104.06325,30.65453
104.09153,30.70299
104.065598,30.666607
104.06107,30.67395
104.05085,30.66302
104.09429,30.6892
104.139214,30.668909
104.07611,30.65926
104.10215,30.65993
104.09872,30.65436
104.033488,30.674259
104.111652,30.691616
104.11208,30.67859
104.067978,30.672949
104.050613,30.67528
103.989311,30.666637
103.921959,30.871378
104.101843,30.625231
104.12159,30.64442
104.100212,30.619762
104.08184,30.65698
104.18546,30.65875
104.1162,30.65741
104.08184,30.65698
104.052934,30.694369
104.05728,30.70183
104.108203,30.715515
104.075546,30.707468
104.04803,30.68237
104.00212,30.66538
104.032562,30.647739
104.09858,30.62268
104.05418,30.67203
104.06399,30.67116
104.013404,30.705894
104.063572,30.681316
104.06399,30.67116
104.052026,30.672269
104.10612,30.6593
104.106064,30.679285
104.096314,30.698875
104.04904,30.71366
104.08184,30.66067
104.068001,30.619116
104.10608,30.66989
103.98216,30.56667
104.08232,30.70412
104.035873,30.745991
104.14325,30.652727
104.10873,30.65356
104.14325,30.652727
104.035873,30.745991
104.0929,30.685791
104.118068,30.663995
104.118068,30.663995
104.056947,30.721627
104.056947,30.721627
104.058921,30.658529
104.049766,30.703596
104.065903,30.76189
104.0605,30.68063
104.049766,30.703596
103.98369,30.66342
104.0336,30.668671
104.05612,30.63482
104.08485,30.6466
104.08824,30.66518
104.057884,30.672939
104.06879,30.66699
104.06879,30.66699
104.0288,30.67583
104.07211,30.6615
104.06653,30.67044
104.03879,30.6069
104.09521,30.66171
104.09521,30.66171
104.04672,30.71477
104.033897,30.679895
104.0923,30.6817
104.07211,30.6615
104.004725,30.652528
104.09237,30.65772
104.02166,30.67869
104.04555,30.70055
104.07207,30.65593
104.12026,30.64375
104.1539,30.68308
104.103996,30.719198
104.03442,30.64412
104.073189,30.650234
103.996738,30.708873
104.06653,30.67319
104.08013,30.65807
104.045609,30.751236
104.08508,30.69035
104.06913,30.66726
104.08013,30.65807
104.02601,30.6775
104.05661,30.64145
104.04316,30.69912
104.09743,30.6406
104.109802,30.675583
104.056,30.66317
104.08729,30.66231
104.0404,30.69038
104.0404,30.69038
104.05831,30.72842
104.04438,30.63043
104.174324,30.651325
104.128765,30.722733
104.12407,30.65713
104.107529,30.667061
104.07992,30.65764
104.09964,30.65339
104.11468,30.68299
104.10621,30.68316
104.08502,30.6943
104.07992,30.65764
104.055996,30.662992
104.077321,30.658464
104.077321,30.658464
104.072505,30.608393
104.05845,30.67362
104.05218,30.66719
103.994598,30.6597
104.04856,30.68159
104.067474,30.614807
104.028589,30.602891
104.064201,30.709061
104.09974,30.59738
104.10707,30.689649
104.0842,30.66099
104.125419,30.646084
104.10707,30.689649
104.170139,30.693626
104.064201,30.709061
104.107338,30.68331
104.113212,30.674237
104.05873,30.67399
104.162423,30.699737
104.00346,30.68279
104.00346,30.68279
104.039764,30.686315
104.06746,30.61015
104.162423,30.699737
104.0746,30.67837
104.08298,30.67193
104.065668,30.628402
104.10115,30.564125
104.04141,30.71002
104.10115,30.564125
104.06159,30.68757
104.0758,30.68509
104.12263,30.68152
104.10888,30.67406
104.11023,30.67343
104.11386,30.66936
104.049042,30.710625
104.06458,30.70809
104.03162,30.64386
104.03154,30.7183
104.06458,30.70809
